Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
23:29:40 Feb 27 2024,93,73,0,0,0
23:29:44 Feb 27 2024,93,73,0,0,0
23:29:48 Feb 27 2024,93,72,0,0,0
23:29:52 Feb 27 2024,93,72,0,0,0
23:29:56 Feb 27 2024,93,73,0,0,0
23:30:00 Feb 27 2024,93,73,0,0,0
23:30:04 Feb 27 2024,93,72,0,0,0
23:30:08 Feb 27 2024,93,72,0,0,0
23:30:12 Feb 27 2024,93,72,0,0,0
23:30:16 Feb 27 2024,93,71,0,0,0
23:30:20 Feb 27 2024,93,72,0,0,0
23:30:24 Feb 27 2024,93,73,0,0,0
23:30:28 Feb 27 2024,93,73,0,0,0
23:30:32 Feb 27 2024,93,72,0,0,0
23:30:36 Feb 27 2024,93,71,0,0,0
23:30:40 Feb 27 2024,93,72,0,0,0
23:30:44 Feb 27 2024,93,73,0,0,0
23:30:48 Feb 27 2024,92,73,0,0,0
23:30:52 Feb 27 2024,92,73,0,0,0
23:30:56 Feb 27 2024,93,73,0,0,0
23:31:00 Feb 27 2024,93,72,0,0,0
23:31:04 Feb 27 2024,92,72,0,0,0
23:31:08 Feb 27 2024,92,73,0,0,0
23:31:12 Feb 27 2024,92,73,0,0,0
23:31:16 Feb 27 2024,92,72,0,0,0
23:31:20 Feb 27 2024,92,72,0,0,0
23:31:24 Feb 27 2024,93,72,0,0,0
23:31:28 Feb 27 2024,93,73,0,0,0
23:31:32 Feb 27 2024,92,74,0,0,0
23:31:36 Feb 27 2024,92,73,0,0,0
23:31:40 Feb 27 2024,92,72,0,0,0
23:31:44 Feb 27 2024,92,72,0,0,0
23:31:48 Feb 27 2024,92,72,0,0,0
23:31:52 Feb 27 2024,92,72,0,0,0
23:31:56 Feb 27 2024,93,73,0,0,0
23:32:00 Feb 27 2024,92,73,0,0,0
23:32:04 Feb 27 2024,92,72,0,0,0
23:32:08 Feb 27 2024,92,72,0,0,0
23:32:12 Feb 27 2024,93,73,0,0,0
23:32:16 Feb 27 2024,93,73,0,0,0
23:32:20 Feb 27 2024,93,72,0,0,0
23:32:24 Feb 27 2024,93,72,0,0,0
23:32:28 Feb 27 2024,93,72,0,0,0
23:32:32 Feb 27 2024,93,71,0,0,0
23:32:36 Feb 27 2024,92,72,0,0,0
23:32:40 Feb 27 2024,92,73,0,0,0
23:32:44 Feb 27 2024,92,74,0,0,0
23:32:48 Feb 27 2024,93,73,0,0,0
23:32:52 Feb 27 2024,93,72,0,0,0
23:32:56 Feb 27 2024,93,71,0,0,0
23:33:00 Feb 27 2024,92,71,0,0,0
23:33:04 Feb 27 2024,92,73,0,0,0
23:33:08 Feb 27 2024,92,74,0,0,0
23:33:12 Feb 27 2024,93,74,0,0,0
23:33:16 Feb 27 2024,92,73,0,0,0
23:33:20 Feb 27 2024,92,72,0,0,0
23:33:24 Feb 27 2024,92,71,0,0,0
23:33:28 Feb 27 2024,92,72,0,0,0
23:33:32 Feb 27 2024,93,73,0,0,0
23:33:36 Feb 27 2024,94,72,0,0,0
23:33:40 Feb 27 2024,93,72,0,0,0
23:33:44 Feb 27 2024,93,73,0,0,0
23:33:48 Feb 27 2024,92,73,0,0,0
23:33:52 Feb 27 2024,92,72,0,0,0
23:33:56 Feb 27 2024,93,74,0,0,0
23:34:00 Feb 27 2024,93,74,0,0,0
23:34:04 Feb 27 2024,93,72,0,0,0
23:34:08 Feb 27 2024,93,72,0,0,0
23:34:12 Feb 27 2024,92,73,0,0,0
23:34:16 Feb 27 2024,92,73,0,0,0
23:34:20 Feb 27 2024,92,73,0,0,0
23:34:24 Feb 27 2024,93,75,0,0,0
23:34:28 Feb 27 2024,93,75,0,0,0
23:34:32 Feb 27 2024,94,72,0,0,0
23:34:36 Feb 27 2024,94,67,0,0,0
23:34:40 Feb 27 2024,94,67,0,0,0
23:34:44 Feb 27 2024,93,70,0,0,0
23:34:48 Feb 27 2024,94,72,0,0,0
23:34:52 Feb 27 2024,95,72,0,0,0
23:34:56 Feb 27 2024,95,71,0,0,0
23:35:00 Feb 27 2024,95,70,0,0,0
23:35:04 Feb 27 2024,94,71,0,0,0
23:35:08 Feb 27 2024,93,71,0,0,0
23:35:12 Feb 27 2024,93,72,0,0,0
23:35:16 Feb 27 2024,92,73,0,0,0
23:35:20 Feb 27 2024,92,73,0,0,0
23:35:24 Feb 27 2024,92,73,0,0,0
23:35:28 Feb 27 2024,92,72,0,0,0
23:35:32 Feb 27 2024,93,73,0,0,0
23:35:36 Feb 27 2024,93,72,0,0,0
23:35:40 Feb 27 2024,92,72,0,0,0
23:35:44 Feb 27 2024,92,73,0,0,0
23:35:48 Feb 27 2024,92,74,0,0,0
23:35:52 Feb 27 2024,92,75,0,0,0
23:35:56 Feb 27 2024,92,74,0,0,0
23:36:00 Feb 27 2024,92,73,0,0,0
23:36:04 Feb 27 2024,92,73,0,0,0
23:36:08 Feb 27 2024,93,73,0,0,0
23:36:12 Feb 27 2024,93,73,0,0,0
23:36:16 Feb 27 2024,92,73,0,0,0
23:36:20 Feb 27 2024,92,74,0,0,0
23:36:24 Feb 27 2024,92,73,0,0,0
23:36:28 Feb 27 2024,92,75,0,0,0
23:36:32 Feb 27 2024,92,74,0,0,0
23:36:36 Feb 27 2024,92,74,0,0,0
23:36:40 Feb 27 2024,92,73,0,0,0
23:36:44 Feb 27 2024,92,73,0,0,0
23:36:48 Feb 27 2024,92,74,0,0,0
23:36:52 Feb 27 2024,92,74,0,0,0
23:36:56 Feb 27 2024,92,74,0,0,0
23:37:00 Feb 27 2024,91,74,0,0,0
23:37:04 Feb 27 2024,91,74,0,0,0
23:37:08 Feb 27 2024,91,74,0,0,0
23:37:12 Feb 27 2024,92,74,0,0,0
23:37:16 Feb 27 2024,92,73,0,0,0
23:37:20 Feb 27 2024,92,73,0,0,0
23:37:24 Feb 27 2024,91,73,0,0,0
23:37:28 Feb 27 2024,92,74,0,0,0
23:37:32 Feb 27 2024,92,74,0,0,0
23:37:36 Feb 27 2024,93,74,0,0,0
23:37:40 Feb 27 2024,92,74,0,0,0
23:37:44 Feb 27 2024,91,74,0,0,0
23:37:48 Feb 27 2024,92,74,0,0,0
23:37:52 Feb 27 2024,92,74,0,0,0
23:37:56 Feb 27 2024,92,75,0,0,0
23:38:00 Feb 27 2024,92,75,0,0,0
23:38:04 Feb 27 2024,92,75,0,0,0
23:38:08 Feb 27 2024,93,74,0,0,0
23:38:12 Feb 27 2024,93,73,0,0,0
23:38:16 Feb 27 2024,93,73,0,0,0
23:38:20 Feb 27 2024,92,73,0,0,0
23:38:24 Feb 27 2024,92,74,0,0,0
23:38:28 Feb 27 2024,93,75,0,0,0
23:38:32 Feb 27 2024,93,75,0,0,0
23:38:36 Feb 27 2024,93,74,0,0,0
23:38:40 Feb 27 2024,93,74,0,0,0
23:38:44 Feb 27 2024,93,72,0,0,0
23:38:48 Feb 27 2024,93,71,0,0,0
23:38:52 Feb 27 2024,92,73,0,0,0
23:38:56 Feb 27 2024,92,74,0,0,0
23:39:00 Feb 27 2024,92,74,0,0,0
23:39:04 Feb 27 2024,91,72,0,0,0
23:39:08 Feb 27 2024,91,72,0,0,0
23:39:12 Feb 27 2024,91,73,0,0,0
23:39:16 Feb 27 2024,91,75,0,0,0
23:39:20 Feb 27 2024,91,76,0,0,0
23:39:24 Feb 27 2024,91,74,0,0,0
23:39:28 Feb 27 2024,92,72,0,0,0
23:39:32 Feb 27 2024,91,73,0,0,0
23:39:36 Feb 27 2024,92,75,0,0,0
23:39:40 Feb 27 2024,92,75,0,0,0
23:39:44 Feb 27 2024,91,74,0,0,0
23:39:48 Feb 27 2024,91,73,0,0,0
23:39:52 Feb 27 2024,91,73,0,0,0
23:39:56 Feb 27 2024,91,73,0,0,0
23:40:00 Feb 27 2024,91,73,0,0,0
23:40:04 Feb 27 2024,91,74,0,0,0
23:40:08 Feb 27 2024,91,74,0,0,0
23:40:12 Feb 27 2024,91,74,0,0,0
23:40:16 Feb 27 2024,91,73,0,0,0
23:40:20 Feb 27 2024,91,73,0,0,0
23:40:24 Feb 27 2024,91,73,0,0,0
23:40:28 Feb 27 2024,91,74,0,0,0
23:40:32 Feb 27 2024,92,74,0,0,0
23:40:36 Feb 27 2024,93,73,0,0,0
23:40:40 Feb 27 2024,93,71,0,0,0
23:40:44 Feb 27 2024,92,71,0,0,0
23:40:48 Feb 27 2024,92,71,0,0,0
23:40:52 Feb 27 2024,92,72,0,0,0
23:40:56 Feb 27 2024,92,73,0,0,0
23:41:00 Feb 27 2024,92,73,0,0,0
23:41:04 Feb 27 2024,91,72,0,0,0
23:41:08 Feb 27 2024,91,69,0,0,0
23:41:12 Feb 27 2024,92,71,0,0,0
23:41:16 Feb 27 2024,92,74,0,0,0
23:41:20 Feb 27 2024,93,73,0,0,0
23:41:24 Feb 27 2024,93,77,0,0,0
23:41:28 Feb 27 2024,92,78,0,0,0
23:41:32 Feb 27 2024,92,77,0,0,0
23:41:36 Feb 27 2024,92,72,0,0,0
23:41:40 Feb 27 2024,91,72,0,0,0
23:41:44 Feb 27 2024,92,73,0,0,0
23:41:48 Feb 27 2024,92,73,0,0,0
23:41:52 Feb 27 2024,92,71,0,0,0
23:41:56 Feb 27 2024,91,70,0,0,0
23:42:00 Feb 27 2024,90,73,0,0,0
23:42:04 Feb 27 2024,89,73,0,0,0
23:42:08 Feb 27 2024,88,72,0,0,0
23:42:12 Feb 27 2024,87,73,0,1,0
23:42:16 Feb 27 2024,88,74,0,0,0
23:42:20 Feb 27 2024,88,75,0,0,0
23:42:24 Feb 27 2024,88,77,0,0,0
23:42:28 Feb 27 2024,89,76,8,0,0
23:42:32 Feb 27 2024,89,75,0,0,0
23:42:36 Feb 27 2024,89,76,0,0,0
23:42:40 Feb 27 2024,89,77,0,0,0
23:42:44 Feb 27 2024,90,77,0,0,0
23:42:48 Feb 27 2024,90,76,0,0,0
23:42:52 Feb 27 2024,91,75,0,0,0
23:42:56 Feb 27 2024,91,75,0,0,0
23:43:00 Feb 27 2024,92,76,0,0,0
23:43:04 Feb 27 2024,94,74,0,0,0
23:43:08 Feb 27 2024,95,73,0,0,0
23:43:12 Feb 27 2024,94,70,0,0,0
23:43:16 Feb 27 2024,94,70,0,0,0
23:43:20 Feb 27 2024,93,71,0,0,0
23:43:24 Feb 27 2024,92,73,0,0,0
23:43:28 Feb 27 2024,90,73,0,0,0
23:43:32 Feb 27 2024,89,71,0,0,0
23:43:36 Feb 27 2024,89,70,0,0,0
23:43:40 Feb 27 2024,89,70,0,0,0
23:43:44 Feb 27 2024,89,71,0,0,0
23:43:48 Feb 27 2024,88,74,0,0,0
23:43:52 Feb 27 2024,87,76,0,1,0
23:43:56 Feb 27 2024,87,77,0,0,0
23:44:00 Feb 27 2024,87,77,0,0,0
23:44:04 Feb 27 2024,88,78,0,0,0
23:44:08 Feb 27 2024,87,77,0,0,0
23:44:12 Feb 27 2024,87,78,0,0,0
23:44:16 Feb 27 2024,86,82,0,0,0
23:44:20 Feb 27 2024,86,84,0,0,0
23:44:24 Feb 27 2024,86,82,0,0,0
23:44:28 Feb 27 2024,87,79,0,0,0
23:44:32 Feb 27 2024,89,79,0,0,0
23:44:36 Feb 27 2024,89,79,0,0,0
23:44:40 Feb 27 2024,87,78,0,0,0
23:44:44 Feb 27 2024,86,79,0,0,0
23:44:48 Feb 27 2024,85,82,0,0,0
23:44:52 Feb 27 2024,85,84,0,1,0
23:44:56 Feb 27 2024,84,85,0,0,0
23:45:00 Feb 27 2024,83,83,0,0,0
23:45:04 Feb 27 2024,83,82,0,0,0
23:45:08 Feb 27 2024,83,84,0,0,0
23:45:12 Feb 27 2024,80,89,0,0,0
23:45:16 Feb 27 2024,80,90,0,0,0
23:45:20 Feb 27 2024,80,90,0,0,0
23:45:24 Feb 27 2024,80,90,0,0,0
23:45:28 Feb 27 2024,80,90,11,0,0
23:45:32 Feb 27 2024,80,90,0,0,0
23:45:36 Feb 27 2024,82,94,0,0,0
23:45:40 Feb 27 2024,85,95,0,0,0
23:45:44 Feb 27 2024,92,93,0,0,0
23:45:48 Feb 27 2024,97,88,0,0,0
23:45:52 Feb 27 2024,96,86,4,0,0
23:45:56 Feb 27 2024,96,86,11,0,0
23:46:00 Feb 27 2024,96,86,11,0,0
23:46:04 Feb 27 2024,95,86,0,0,0
23:46:08 Feb 27 2024,94,85,0,0,0
23:46:12 Feb 27 2024,94,83,0,0,0
23:46:16 Feb 27 2024,93,81,0,0,0
23:46:20 Feb 27 2024,93,79,0,0,0
23:46:24 Feb 27 2024,93,78,0,0,0
23:46:28 Feb 27 2024,93,78,0,0,0
23:46:32 Feb 27 2024,93,78,0,0,0
23:46:36 Feb 27 2024,93,77,0,0,0
23:46:40 Feb 27 2024,92,78,0,0,0
23:46:44 Feb 27 2024,92,78,0,0,0
23:46:48 Feb 27 2024,92,77,0,0,0
23:46:52 Feb 27 2024,92,79,0,0,0
23:46:56 Feb 27 2024,92,78,0,0,0
23:47:00 Feb 27 2024,93,76,0,0,0
23:47:04 Feb 27 2024,94,77,0,0,0
23:47:08 Feb 27 2024,95,80,0,0,0
23:47:12 Feb 27 2024,93,81,0,0,0
23:47:16 Feb 27 2024,92,80,0,0,0
23:47:20 Feb 27 2024,92,80,0,0,0
23:47:24 Feb 27 2024,93,80,0,0,0
23:47:28 Feb 27 2024,93,80,0,0,0
23:47:32 Feb 27 2024,94,81,0,0,0
23:47:36 Feb 27 2024,94,82,0,0,0
23:47:40 Feb 27 2024,92,81,0,0,0
23:47:44 Feb 27 2024,92,78,0,0,0
23:47:48 Feb 27 2024,92,76,0,0,0
23:47:52 Feb 27 2024,92,76,0,0,0
23:47:56 Feb 27 2024,91,77,0,0,0
23:48:00 Feb 27 2024,91,78,0,0,0
23:48:04 Feb 27 2024,91,79,0,0,0
23:48:08 Feb 27 2024,90,79,0,0,0
23:48:12 Feb 27 2024,89,78,0,0,0
23:48:16 Feb 27 2024,90,80,0,0,0
23:48:20 Feb 27 2024,91,81,0,0,0
23:48:24 Feb 27 2024,91,81,0,0,0
23:48:28 Feb 27 2024,91,82,0,0,0
23:48:32 Feb 27 2024,91,82,0,0,0
23:48:36 Feb 27 2024,92,82,13,0,0
23:48:40 Feb 27 2024,92,82,15,0,0
23:48:44 Feb 27 2024,92,82,26,0,0
23:48:48 Feb 27 2024,91,84,0,0,0
23:48:52 Feb 27 2024,93,93,0,0,0
23:48:56 Feb 27 2024,94,92,0,0,0
23:49:00 Feb 27 2024,96,80,0,0,0
23:49:04 Feb 27 2024,96,71,0,0,0
23:49:08 Feb 27 2024,96,68,0,0,0
23:49:12 Feb 27 2024,95,66,0,0,0
23:49:16 Feb 27 2024,95,66,0,0,0
23:49:20 Feb 27 2024,94,65,0,0,0
23:49:24 Feb 27 2024,92,67,0,0,0
23:49:28 Feb 27 2024,91,68,0,0,0
23:49:32 Feb 27 2024,90,68,0,0,0
23:49:36 Feb 27 2024,91,70,0,0,0
23:49:40 Feb 27 2024,92,71,0,0,0
23:49:44 Feb 27 2024,93,73,0,0,0
23:49:48 Feb 27 2024,93,72,0,0,0
23:49:52 Feb 27 2024,92,69,0,0,0
23:49:56 Feb 27 2024,92,72,0,0,0
23:50:00 Feb 27 2024,93,76,0,0,0
23:50:04 Feb 27 2024,92,71,0,0,0
23:50:08 Feb 27 2024,91,67,0,0,0
23:50:12 Feb 27 2024,92,71,0,0,0
23:50:16 Feb 27 2024,93,71,0,0,0
23:50:20 Feb 27 2024,92,69,0,0,0
23:50:24 Feb 27 2024,92,71,0,0,0
23:50:28 Feb 27 2024,92,72,0,0,0
23:50:32 Feb 27 2024,92,71,0,0,0
23:50:36 Feb 27 2024,91,72,0,0,0
23:50:40 Feb 27 2024,91,75,0,0,0
23:50:44 Feb 27 2024,91,79,0,0,0
23:50:48 Feb 27 2024,93,82,0,0,0
23:50:52 Feb 27 2024,93,79,0,0,0
23:50:56 Feb 27 2024,91,70,0,0,0
23:51:00 Feb 27 2024,92,71,0,0,0
23:51:04 Feb 27 2024,93,72,0,0,0
23:51:08 Feb 27 2024,93,74,0,0,0
23:51:12 Feb 27 2024,93,72,0,0,0
23:51:16 Feb 27 2024,92,71,0,0,0
23:51:20 Feb 27 2024,91,72,0,0,0
23:51:24 Feb 27 2024,91,74,0,0,0
23:51:28 Feb 27 2024,91,73,0,0,0
23:51:32 Feb 27 2024,90,72,0,0,0
23:51:36 Feb 27 2024,90,72,0,0,0
23:51:40 Feb 27 2024,89,73,0,0,0
23:51:44 Feb 27 2024,89,73,0,0,0
23:51:48 Feb 27 2024,90,73,0,0,0
23:51:52 Feb 27 2024,89,71,0,0,0
23:51:56 Feb 27 2024,89,71,0,0,0
23:52:00 Feb 27 2024,90,74,0,0,0
23:52:04 Feb 27 2024,91,73,0,0,0
23:52:08 Feb 27 2024,91,71,0,0,0
23:52:12 Feb 27 2024,91,70,0,0,0
23:52:16 Feb 27 2024,91,72,0,0,0
23:52:20 Feb 27 2024,91,71,0,0,0
23:52:24 Feb 27 2024,91,69,0,0,0
23:52:28 Feb 27 2024,91,70,0,0,0
23:52:32 Feb 27 2024,91,70,0,0,0
23:52:36 Feb 27 2024,91,71,0,0,0
23:52:40 Feb 27 2024,91,72,0,0,0
23:52:44 Feb 27 2024,91,72,0,0,0
23:52:48 Feb 27 2024,92,74,0,0,0
23:52:52 Feb 27 2024,93,74,0,0,0
23:52:56 Feb 27 2024,92,72,0,0,0
23:53:00 Feb 27 2024,91,72,0,0,0
23:53:04 Feb 27 2024,91,71,0,0,0
23:53:08 Feb 27 2024,93,69,0,0,0
23:53:12 Feb 27 2024,94,67,0,0,0
23:53:16 Feb 27 2024,94,69,0,0,0
23:53:20 Feb 27 2024,93,73,0,0,0
23:53:24 Feb 27 2024,93,74,0,0,0
23:53:28 Feb 27 2024,93,74,0,0,0
23:53:32 Feb 27 2024,93,75,10,0,0
23:53:36 Feb 27 2024,93,70,9,0,0
23:53:40 Feb 27 2024,94,70,1,0,0
23:53:44 Feb 27 2024,93,71,0,0,0
23:53:48 Feb 27 2024,93,72,0,0,0
23:53:52 Feb 27 2024,92,74,0,0,0
23:53:56 Feb 27 2024,95,68,0,0,0
23:54:00 Feb 27 2024,97,66,0,0,0
23:54:04 Feb 27 2024,97,67,0,0,0
23:54:08 Feb 27 2024,96,68,0,0,0
23:54:12 Feb 27 2024,95,68,0,0,0
23:54:16 Feb 27 2024,93,68,0,0,0
23:54:20 Feb 27 2024,93,67,0,0,0
23:54:24 Feb 27 2024,93,69,0,0,0
23:54:28 Feb 27 2024,92,70,0,0,0
23:54:32 Feb 27 2024,92,72,0,0,0
23:54:36 Feb 27 2024,92,74,0,0,0
23:54:40 Feb 27 2024,91,72,0,0,0
23:54:44 Feb 27 2024,90,69,0,0,0
23:54:48 Feb 27 2024,91,69,0,0,0
23:54:52 Feb 27 2024,93,70,0,0,0
23:54:56 Feb 27 2024,93,70,0,0,0
23:55:00 Feb 27 2024,92,69,0,0,0
23:55:04 Feb 27 2024,92,67,0,0,0
23:55:08 Feb 27 2024,93,67,0,0,0
23:55:12 Feb 27 2024,94,68,0,0,0
23:55:16 Feb 27 2024,94,68,0,0,0
23:55:20 Feb 27 2024,93,69,0,0,0
23:55:24 Feb 27 2024,92,73,0,0,0
23:55:28 Feb 27 2024,93,78,0,0,0
23:55:32 Feb 27 2024,95,78,0,0,0
23:55:36 Feb 27 2024,95,78,0,0,0
23:55:40 Feb 27 2024,95,77,0,0,0
23:55:44 Feb 27 2024,94,73,0,0,0
23:55:48 Feb 27 2024,93,69,0,0,0
23:55:52 Feb 27 2024,94,68,0,0,0
23:55:56 Feb 27 2024,96,68,0,0,0
23:56:00 Feb 27 2024,95,68,0,0,0
23:56:04 Feb 27 2024,93,67,0,0,0
23:56:08 Feb 27 2024,92,69,0,0,0
23:56:12 Feb 27 2024,92,71,0,0,0
23:56:16 Feb 27 2024,91,70,0,0,0
23:56:20 Feb 27 2024,91,70,0,0,0
23:56:24 Feb 27 2024,90,72,0,0,0
23:56:28 Feb 27 2024,90,72,0,0,0
23:56:32 Feb 27 2024,89,71,0,0,0
23:56:36 Feb 27 2024,89,72,0,0,0
23:56:40 Feb 27 2024,91,76,0,0,0
23:56:44 Feb 27 2024,93,76,0,0,0
23:56:48 Feb 27 2024,94,81,0,0,0
23:56:52 Feb 27 2024,94,77,0,0,0
23:56:56 Feb 27 2024,95,70,0,0,0
23:57:00 Feb 27 2024,96,69,0,0,0
23:57:04 Feb 27 2024,96,68,0,0,0
23:57:08 Feb 27 2024,95,66,0,0,0
23:57:12 Feb 27 2024,95,63,0,0,0
23:57:16 Feb 27 2024,95,64,0,0,0
23:57:20 Feb 27 2024,93,67,0,0,0
23:57:24 Feb 27 2024,91,71,0,0,0
23:57:28 Feb 27 2024,91,74,0,0,0
23:57:32 Feb 27 2024,92,80,0,0,0
23:57:36 Feb 27 2024,93,78,0,0,0
23:57:40 Feb 27 2024,91,74,0,0,0
23:57:44 Feb 27 2024,90,73,0,0,0
23:57:48 Feb 27 2024,91,75,0,0,0
23:57:52 Feb 27 2024,94,81,0,0,0
23:57:56 Feb 27 2024,94,84,0,0,0
23:58:00 Feb 27 2024,94,78,0,0,0
23:58:04 Feb 27 2024,93,63,0,0,0
23:58:08 Feb 27 2024,93,63,0,0,0
23:58:12 Feb 27 2024,94,64,0,0,0
23:58:16 Feb 27 2024,93,65,0,0,0
23:58:20 Feb 27 2024,92,70,0,0,0
23:58:24 Feb 27 2024,93,74,0,0,0
23:58:28 Feb 27 2024,93,74,0,0,0
23:58:32 Feb 27 2024,91,71,0,0,0
23:58:36 Feb 27 2024,89,67,0,0,0
23:58:40 Feb 27 2024,90,68,0,0,0
23:58:44 Feb 27 2024,93,68,0,0,0
23:58:48 Feb 27 2024,94,67,0,0,0
23:58:52 Feb 27 2024,93,63,0,0,0
23:58:56 Feb 27 2024,91,64,0,0,0
23:59:00 Feb 27 2024,90,68,0,0,0
23:59:04 Feb 27 2024,88,66,0,0,0
23:59:08 Feb 27 2024,87,66,0,1,0
23:59:12 Feb 27 2024,87,71,0,0,0
23:59:16 Feb 27 2024,88,75,0,0,0
23:59:20 Feb 27 2024,88,76,0,0,0
23:59:24 Feb 27 2024,88,76,1,0,0
23:59:28 Feb 27 2024,88,76,10,0,0
23:59:32 Feb 27 2024,88,76,0,0,0
23:59:36 Feb 27 2024,91,82,0,0,0
23:59:40 Feb 27 2024,93,84,0,0,0
23:59:44 Feb 27 2024,95,81,0,0,0
23:59:48 Feb 27 2024,97,74,0,0,0
23:59:52 Feb 27 2024,97,71,0,0,0
23:59:56 Feb 27 2024,96,72,0,0,0
00:00:00 Feb 28 2024,95,72,0,0,0
00:00:04 Feb 28 2024,95,71,0,0,0
00:00:08 Feb 28 2024,94,71,0,0,0
00:00:12 Feb 28 2024,93,72,0,0,0
00:00:16 Feb 28 2024,93,72,0,0,0
00:00:20 Feb 28 2024,93,72,0,0,0
00:00:24 Feb 28 2024,93,73,0,0,0
00:00:28 Feb 28 2024,94,71,0,0,0
00:00:32 Feb 28 2024,94,70,0,0,0
00:00:36 Feb 28 2024,94,70,0,0,0
00:00:40 Feb 28 2024,93,72,0,0,0
00:00:44 Feb 28 2024,93,72,0,0,0
00:00:48 Feb 28 2024,95,74,1,0,0
00:00:52 Feb 28 2024,95,75,0,0,0
00:00:56 Feb 28 2024,93,73,0,0,0
00:01:00 Feb 28 2024,92,71,0,0,0
00:01:04 Feb 28 2024,92,69,0,0,0
00:01:08 Feb 28 2024,92,69,0,0,0
00:01:12 Feb 28 2024,92,69,0,0,0
00:01:16 Feb 28 2024,91,70,0,0,0
00:01:20 Feb 28 2024,90,72,0,0,0
00:01:24 Feb 28 2024,89,72,0,0,0
00:01:28 Feb 28 2024,88,69,0,0,0
00:01:32 Feb 28 2024,89,68,0,0,0
00:01:36 Feb 28 2024,90,70,0,0,0
00:01:40 Feb 28 2024,91,72,0,0,0
00:01:44 Feb 28 2024,91,76,0,0,0
00:01:48 Feb 28 2024,92,73,0,0,0
00:01:52 Feb 28 2024,93,71,0,0,0
00:01:56 Feb 28 2024,92,71,0,0,0
00:02:00 Feb 28 2024,91,74,0,0,0
00:02:04 Feb 28 2024,93,75,0,0,0
00:02:08 Feb 28 2024,95,70,0,0,0
00:02:12 Feb 28 2024,97,67,0,0,0
00:02:16 Feb 28 2024,96,70,0,0,0
00:02:20 Feb 28 2024,95,71,0,0,0
00:02:24 Feb 28 2024,94,69,0,0,0
00:02:28 Feb 28 2024,93,69,0,0,0
00:02:32 Feb 28 2024,93,70,0,0,0
00:02:36 Feb 28 2024,92,71,0,0,0
00:02:40 Feb 28 2024,92,72,0,0,0
00:02:44 Feb 28 2024,91,71,0,0,0
00:02:48 Feb 28 2024,91,69,0,0,0
00:02:52 Feb 28 2024,91,67,0,0,0
00:02:56 Feb 28 2024,91,67,0,0,0
00:03:00 Feb 28 2024,91,70,0,0,0
00:03:04 Feb 28 2024,91,73,0,0,0
00:03:08 Feb 28 2024,92,74,0,0,0
00:03:12 Feb 28 2024,92,77,0,0,0
00:03:16 Feb 28 2024,91,75,0,0,0
00:03:20 Feb 28 2024,90,70,0,0,0
00:03:24 Feb 28 2024,91,69,0,0,0
00:03:28 Feb 28 2024,94,65,0,0,0
00:03:32 Feb 28 2024,95,64,0,0,0
00:03:36 Feb 28 2024,95,65,0,0,0
00:03:40 Feb 28 2024,94,67,0,0,0
00:03:44 Feb 28 2024,93,67,0,0,0
00:03:48 Feb 28 2024,91,66,0,0,0
00:03:52 Feb 28 2024,90,67,0,0,0
00:03:56 Feb 28 2024,90,68,0,0,0
00:04:00 Feb 28 2024,89,70,0,0,0
00:04:04 Feb 28 2024,89,70,0,0,0
00:04:08 Feb 28 2024,89,71,0,0,0
00:04:12 Feb 28 2024,89,70,0,0,0
00:04:16 Feb 28 2024,89,70,0,0,0
00:04:20 Feb 28 2024,89,71,0,0,0
00:04:24 Feb 28 2024,89,70,0,0,0
00:04:28 Feb 28 2024,88,71,0,0,0
00:04:32 Feb 28 2024,88,74,0,1,0
00:04:36 Feb 28 2024,88,74,0,0,0
00:04:40 Feb 28 2024,88,74,0,0,0
00:04:44 Feb 28 2024,88,75,0,0,0
00:04:48 Feb 28 2024,88,76,0,0,0
00:04:52 Feb 28 2024,90,75,0,0,0
00:04:56 Feb 28 2024,90,76,0,0,0
00:05:00 Feb 28 2024,89,77,0,0,0
00:05:04 Feb 28 2024,88,77,0,0,0
00:05:08 Feb 28 2024,87,77,0,1,0
00:05:12 Feb 28 2024,88,77,0,0,0
00:05:16 Feb 28 2024,89,77,0,0,0
00:05:20 Feb 28 2024,91,78,0,0,0
00:05:24 Feb 28 2024,91,78,0,0,0
00:05:28 Feb 28 2024,90,79,0,0,0
00:05:32 Feb 28 2024,90,82,0,0,0
00:05:36 Feb 28 2024,90,82,0,0,0
00:05:40 Feb 28 2024,90,77,0,0,0
00:05:44 Feb 28 2024,91,74,0,0,0
00:05:48 Feb 28 2024,90,76,0,0,0
00:05:52 Feb 28 2024,89,76,0,0,0
00:05:56 Feb 28 2024,92,74,0,0,0
00:06:00 Feb 28 2024,96,73,0,0,0
00:06:04 Feb 28 2024,98,73,0,0,0
00:06:08 Feb 28 2024,96,74,0,0,0
00:06:12 Feb 28 2024,94,74,0,0,0
00:06:16 Feb 28 2024,93,77,0,0,0
00:06:20 Feb 28 2024,94,77,0,0,0
00:06:24 Feb 28 2024,94,72,0,0,0
00:06:28 Feb 28 2024,94,70,0,0,0
00:06:32 Feb 28 2024,93,72,0,0,0
00:06:36 Feb 28 2024,95,72,0,0,0
00:06:40 Feb 28 2024,96,71,0,0,0
00:06:44 Feb 28 2024,97,70,0,0,0
00:06:48 Feb 28 2024,96,70,0,0,0
