Time,Oxygen Level,Pulse Rate,Motion,O2 Reminder,PR Reminder
03:58:15 Mar 04 2024,95,72,0,0,0
03:58:19 Mar 04 2024,95,72,0,0,0
03:58:23 Mar 04 2024,95,72,0,0,0
03:58:27 Mar 04 2024,94,72,0,0,0
03:58:31 Mar 04 2024,94,74,0,0,0
03:58:35 Mar 04 2024,94,75,0,0,0
03:58:39 Mar 04 2024,94,76,0,0,0
03:58:43 Mar 04 2024,94,75,0,0,0
03:58:47 Mar 04 2024,94,75,0,0,0
03:58:51 Mar 04 2024,93,75,0,0,0
03:58:55 Mar 04 2024,93,76,0,0,0
03:58:59 Mar 04 2024,93,76,0,0,0
03:59:03 Mar 04 2024,93,74,0,0,0
03:59:07 Mar 04 2024,94,73,0,0,0
03:59:11 Mar 04 2024,93,72,0,0,0
03:59:15 Mar 04 2024,93,72,0,0,0
03:59:19 Mar 04 2024,93,73,0,0,0
03:59:23 Mar 04 2024,95,74,0,0,0
03:59:27 Mar 04 2024,95,72,0,0,0
03:59:31 Mar 04 2024,94,73,0,0,0
03:59:35 Mar 04 2024,94,74,0,0,0
03:59:39 Mar 04 2024,94,73,0,0,0
03:59:43 Mar 04 2024,94,74,0,0,0
03:59:47 Mar 04 2024,94,74,0,0,0
03:59:51 Mar 04 2024,93,73,1,0,0
03:59:55 Mar 04 2024,93,75,0,0,0
03:59:59 Mar 04 2024,93,75,0,0,0
04:00:03 Mar 04 2024,92,74,11,0,0
04:00:07 Mar 04 2024,93,76,1,0,0
04:00:11 Mar 04 2024,94,79,5,0,0
04:00:15 Mar 04 2024,94,80,13,0,0
04:00:19 Mar 04 2024,94,82,0,0,0
04:00:23 Mar 04 2024,94,87,0,0,0
04:00:27 Mar 04 2024,94,89,0,0,0
04:00:31 Mar 04 2024,95,87,5,0,0
04:00:35 Mar 04 2024,94,81,2,0,0
04:00:39 Mar 04 2024,94,78,0,0,0
04:00:43 Mar 04 2024,94,78,11,0,0
04:00:47 Mar 04 2024,94,77,0,0,0
04:00:51 Mar 04 2024,94,77,2,0,0
04:00:55 Mar 04 2024,95,75,0,0,0
04:00:59 Mar 04 2024,95,72,0,0,0
04:01:03 Mar 04 2024,95,71,0,0,0
04:01:07 Mar 04 2024,95,70,0,0,0
04:01:11 Mar 04 2024,96,71,0,0,0
04:01:15 Mar 04 2024,95,72,0,0,0
04:01:19 Mar 04 2024,95,71,0,0,0
04:01:23 Mar 04 2024,95,71,0,0,0
04:01:27 Mar 04 2024,95,70,0,0,0
04:01:31 Mar 04 2024,95,70,0,0,0
04:01:35 Mar 04 2024,95,71,0,0,0
04:01:39 Mar 04 2024,95,70,0,0,0
04:01:43 Mar 04 2024,95,70,0,0,0
04:01:47 Mar 04 2024,95,72,0,0,0
04:01:51 Mar 04 2024,95,71,0,0,0
04:01:55 Mar 04 2024,95,70,0,0,0
04:01:59 Mar 04 2024,95,71,0,0,0
04:02:03 Mar 04 2024,95,72,0,0,0
04:02:07 Mar 04 2024,95,74,0,0,0
04:02:11 Mar 04 2024,94,74,0,0,0
04:02:15 Mar 04 2024,94,71,0,0,0
04:02:19 Mar 04 2024,95,70,0,0,0
04:02:23 Mar 04 2024,95,69,0,0,0
04:02:27 Mar 04 2024,95,70,0,0,0
04:02:31 Mar 04 2024,95,70,0,0,0
04:02:35 Mar 04 2024,95,69,0,0,0
04:02:39 Mar 04 2024,95,69,0,0,0
04:02:43 Mar 04 2024,95,70,0,0,0
04:02:47 Mar 04 2024,95,70,0,0,0
04:02:51 Mar 04 2024,94,69,0,0,0
04:02:55 Mar 04 2024,95,70,0,0,0
04:02:59 Mar 04 2024,95,69,0,0,0
04:03:03 Mar 04 2024,95,69,0,0,0
04:03:07 Mar 04 2024,95,70,0,0,0
04:03:11 Mar 04 2024,95,69,0,0,0
04:03:15 Mar 04 2024,95,68,0,0,0
04:03:19 Mar 04 2024,95,71,0,0,0
04:03:23 Mar 04 2024,95,71,0,0,0
04:03:27 Mar 04 2024,94,70,0,0,0
04:03:31 Mar 04 2024,93,70,0,0,0
04:03:35 Mar 04 2024,94,70,0,0,0
04:03:39 Mar 04 2024,94,71,0,0,0
04:03:43 Mar 04 2024,95,72,0,0,0
04:03:47 Mar 04 2024,95,71,0,0,0
04:03:51 Mar 04 2024,95,71,0,0,0
04:03:55 Mar 04 2024,95,72,0,0,0
04:03:59 Mar 04 2024,96,72,0,0,0
04:04:03 Mar 04 2024,96,71,0,0,0
04:04:07 Mar 04 2024,96,70,0,0,0
04:04:11 Mar 04 2024,95,69,0,0,0
04:04:15 Mar 04 2024,95,71,0,0,0
04:04:19 Mar 04 2024,95,71,0,0,0
04:04:23 Mar 04 2024,94,71,0,0,0
04:04:27 Mar 04 2024,94,70,0,0,0
04:04:31 Mar 04 2024,94,71,0,0,0
04:04:35 Mar 04 2024,95,71,0,0,0
04:04:39 Mar 04 2024,95,70,0,0,0
04:04:43 Mar 04 2024,95,70,11,0,0
04:04:47 Mar 04 2024,95,70,15,0,0
04:04:51 Mar 04 2024,94,73,0,0,0
04:04:55 Mar 04 2024,94,72,0,0,0
04:04:59 Mar 04 2024,93,70,0,0,0
04:05:03 Mar 04 2024,94,71,0,0,0
04:05:07 Mar 04 2024,94,74,0,0,0
04:05:11 Mar 04 2024,95,73,0,0,0
04:05:15 Mar 04 2024,94,70,0,0,0
04:05:19 Mar 04 2024,94,69,0,0,0
04:05:23 Mar 04 2024,94,68,0,0,0
04:05:27 Mar 04 2024,94,69,0,0,0
04:05:31 Mar 04 2024,94,68,0,0,0
04:05:35 Mar 04 2024,95,72,1,0,0
04:05:39 Mar 04 2024,95,72,0,0,0
04:05:43 Mar 04 2024,95,72,0,0,0
04:05:47 Mar 04 2024,95,66,0,0,0
04:05:51 Mar 04 2024,95,68,0,0,0
04:05:55 Mar 04 2024,95,69,0,0,0
04:05:59 Mar 04 2024,95,69,0,0,0
04:06:03 Mar 04 2024,95,70,0,0,0
04:06:07 Mar 04 2024,95,71,9,0,0
04:06:11 Mar 04 2024,95,71,9,0,0
04:06:15 Mar 04 2024,95,71,16,0,0
04:06:19 Mar 04 2024,95,70,24,0,0
04:06:23 Mar 04 2024,94,70,0,0,0
04:06:27 Mar 04 2024,93,71,0,0,0
04:06:31 Mar 04 2024,93,70,0,0,0
04:06:35 Mar 04 2024,93,71,0,0,0
04:06:39 Mar 04 2024,93,70,0,0,0
04:06:43 Mar 04 2024,94,70,0,0,0
04:06:47 Mar 04 2024,94,70,0,0,0
04:06:51 Mar 04 2024,94,70,0,0,0
04:06:55 Mar 04 2024,94,73,0,0,0
04:06:59 Mar 04 2024,93,75,0,0,0
04:07:03 Mar 04 2024,93,73,0,0,0
04:07:07 Mar 04 2024,93,71,0,0,0
04:07:11 Mar 04 2024,93,71,0,0,0
04:07:15 Mar 04 2024,93,69,0,0,0
04:07:19 Mar 04 2024,94,70,0,0,0
04:07:23 Mar 04 2024,94,72,0,0,0
04:07:27 Mar 04 2024,94,71,0,0,0
04:07:31 Mar 04 2024,94,71,0,0,0
04:07:35 Mar 04 2024,94,71,0,0,0
04:07:39 Mar 04 2024,94,70,0,0,0
04:07:43 Mar 04 2024,94,71,0,0,0
04:07:47 Mar 04 2024,94,71,0,0,0
04:07:51 Mar 04 2024,94,70,0,0,0
04:07:55 Mar 04 2024,94,70,0,0,0
04:07:59 Mar 04 2024,94,70,0,0,0
04:08:03 Mar 04 2024,94,70,0,0,0
04:08:07 Mar 04 2024,95,70,0,0,0
04:08:11 Mar 04 2024,95,70,2,0,0
04:08:15 Mar 04 2024,96,69,40,0,0
04:08:19 Mar 04 2024,96,70,6,0,0
04:08:23 Mar 04 2024,96,72,0,0,0
04:08:27 Mar 04 2024,95,72,0,0,0
04:08:31 Mar 04 2024,94,69,0,0,0
04:08:35 Mar 04 2024,94,69,0,0,0
04:08:39 Mar 04 2024,95,71,0,0,0
04:08:43 Mar 04 2024,95,77,0,0,0
04:08:47 Mar 04 2024,95,75,0,0,0
04:08:51 Mar 04 2024,95,72,0,0,0
04:08:55 Mar 04 2024,95,69,0,0,0
04:08:59 Mar 04 2024,95,69,0,0,0
04:09:03 Mar 04 2024,95,68,0,0,0
04:09:07 Mar 04 2024,95,69,0,0,0
04:09:11 Mar 04 2024,95,69,0,0,0
04:09:15 Mar 04 2024,95,67,0,0,0
04:09:19 Mar 04 2024,94,69,0,0,0
04:09:23 Mar 04 2024,94,72,0,0,0
04:09:27 Mar 04 2024,94,72,0,0,0
04:09:31 Mar 04 2024,94,71,0,0,0
04:09:35 Mar 04 2024,93,70,0,0,0
04:09:39 Mar 04 2024,93,70,0,0,0
04:09:43 Mar 04 2024,93,70,0,0,0
04:09:47 Mar 04 2024,93,70,0,0,0
04:09:51 Mar 04 2024,93,71,0,0,0
04:09:55 Mar 04 2024,93,71,0,0,0
04:09:59 Mar 04 2024,93,71,0,0,0
04:10:03 Mar 04 2024,93,71,0,0,0
04:10:07 Mar 04 2024,94,73,0,0,0
04:10:11 Mar 04 2024,94,76,0,0,0
04:10:15 Mar 04 2024,94,76,0,0,0
04:10:19 Mar 04 2024,94,72,0,0,0
04:10:23 Mar 04 2024,94,71,0,0,0
04:10:27 Mar 04 2024,94,72,0,0,0
04:10:31 Mar 04 2024,94,73,0,0,0
04:10:35 Mar 04 2024,94,72,0,0,0
04:10:39 Mar 04 2024,94,71,0,0,0
04:10:43 Mar 04 2024,94,70,0,0,0
04:10:47 Mar 04 2024,94,70,0,0,0
04:10:51 Mar 04 2024,94,70,0,0,0
04:10:55 Mar 04 2024,94,70,0,0,0
04:10:59 Mar 04 2024,94,70,0,0,0
04:11:03 Mar 04 2024,94,72,16,0,0
04:11:07 Mar 04 2024,95,72,15,0,0
04:11:11 Mar 04 2024,95,74,0,0,0
04:11:15 Mar 04 2024,95,71,0,0,0
04:11:19 Mar 04 2024,95,71,0,0,0
04:11:23 Mar 04 2024,95,71,0,0,0
04:11:27 Mar 04 2024,94,71,0,0,0
04:11:31 Mar 04 2024,95,72,0,0,0
04:11:35 Mar 04 2024,95,73,0,0,0
04:11:39 Mar 04 2024,95,71,0,0,0
04:11:43 Mar 04 2024,95,69,0,0,0
04:11:47 Mar 04 2024,94,71,0,0,0
04:11:51 Mar 04 2024,94,71,0,0,0
04:11:55 Mar 04 2024,94,70,0,0,0
04:11:59 Mar 04 2024,94,69,0,0,0
04:12:03 Mar 04 2024,94,69,0,0,0
04:12:07 Mar 04 2024,95,70,0,0,0
04:12:11 Mar 04 2024,95,72,0,0,0
04:12:15 Mar 04 2024,95,72,0,0,0
04:12:19 Mar 04 2024,95,71,0,0,0
04:12:23 Mar 04 2024,95,70,0,0,0
04:12:27 Mar 04 2024,94,71,0,0,0
04:12:31 Mar 04 2024,94,73,0,0,0
04:12:35 Mar 04 2024,94,73,0,0,0
04:12:39 Mar 04 2024,94,73,0,0,0
04:12:43 Mar 04 2024,94,75,0,0,0
04:12:47 Mar 04 2024,95,76,0,0,0
04:12:51 Mar 04 2024,95,74,0,0,0
04:12:55 Mar 04 2024,95,72,0,0,0
04:12:59 Mar 04 2024,95,71,0,0,0
04:13:03 Mar 04 2024,95,71,0,0,0
04:13:07 Mar 04 2024,95,71,5,0,0
04:13:11 Mar 04 2024,95,71,21,0,0
04:13:15 Mar 04 2024,94,71,11,0,0
04:13:19 Mar 04 2024,94,72,4,0,0
04:13:23 Mar 04 2024,94,71,0,0,0
04:13:27 Mar 04 2024,94,69,0,0,0
04:13:31 Mar 04 2024,94,68,1,0,0
04:13:35 Mar 04 2024,94,67,0,0,0
04:13:39 Mar 04 2024,95,67,1,0,0
04:13:43 Mar 04 2024,96,70,0,0,0
04:13:47 Mar 04 2024,96,70,0,0,0
04:13:51 Mar 04 2024,95,67,0,0,0
04:13:55 Mar 04 2024,95,66,0,0,0
04:13:59 Mar 04 2024,96,67,0,0,0
04:14:03 Mar 04 2024,96,69,0,0,0
04:14:07 Mar 04 2024,96,68,0,0,0
04:14:11 Mar 04 2024,96,67,0,0,0
04:14:15 Mar 04 2024,95,68,0,0,0
04:14:19 Mar 04 2024,95,68,0,0,0
04:14:23 Mar 04 2024,95,69,0,0,0
04:14:27 Mar 04 2024,95,70,0,0,0
04:14:31 Mar 04 2024,95,70,0,0,0
04:14:35 Mar 04 2024,95,69,0,0,0
04:14:39 Mar 04 2024,95,71,0,0,0
04:14:43 Mar 04 2024,95,70,0,0,0
04:14:47 Mar 04 2024,95,68,0,0,0
04:14:51 Mar 04 2024,94,69,0,0,0
04:14:55 Mar 04 2024,94,70,0,0,0
04:14:59 Mar 04 2024,94,70,0,0,0
04:15:03 Mar 04 2024,94,70,0,0,0
04:15:07 Mar 04 2024,94,69,0,0,0
04:15:11 Mar 04 2024,94,71,0,0,0
04:15:15 Mar 04 2024,94,73,0,0,0
04:15:19 Mar 04 2024,94,72,0,0,0
04:15:23 Mar 04 2024,94,71,0,0,0
04:15:27 Mar 04 2024,94,73,0,0,0
04:15:31 Mar 04 2024,94,73,0,0,0
04:15:35 Mar 04 2024,94,71,0,0,0
04:15:39 Mar 04 2024,95,70,0,0,0
04:15:43 Mar 04 2024,95,69,0,0,0
04:15:47 Mar 04 2024,95,69,0,0,0
04:15:51 Mar 04 2024,95,69,0,0,0
04:15:55 Mar 04 2024,94,69,0,0,0
04:15:59 Mar 04 2024,94,70,17,0,0
04:16:03 Mar 04 2024,94,71,0,0,0
04:16:07 Mar 04 2024,95,71,0,0,0
04:16:11 Mar 04 2024,95,71,10,0,0
04:16:15 Mar 04 2024,95,71,0,0,0
04:16:19 Mar 04 2024,95,71,0,0,0
04:16:23 Mar 04 2024,95,70,0,0,0
04:16:27 Mar 04 2024,95,69,0,0,0
04:16:31 Mar 04 2024,95,68,0,0,0
04:16:35 Mar 04 2024,95,67,0,0,0
04:16:39 Mar 04 2024,95,68,0,0,0
04:16:43 Mar 04 2024,95,71,21,0,0
04:16:47 Mar 04 2024,95,75,0,0,0
04:16:51 Mar 04 2024,95,78,1,0,0
04:16:55 Mar 04 2024,95,80,11,0,0
04:16:59 Mar 04 2024,96,82,11,0,0
04:17:03 Mar 04 2024,96,82,5,0,0
04:17:07 Mar 04 2024,96,80,0,0,0
04:17:11 Mar 04 2024,95,72,0,0,0
04:17:15 Mar 04 2024,95,66,0,0,0
04:17:19 Mar 04 2024,96,67,0,0,0
04:17:23 Mar 04 2024,96,67,0,0,0
04:17:27 Mar 04 2024,96,67,0,0,0
04:17:31 Mar 04 2024,96,67,0,0,0
04:17:35 Mar 04 2024,96,67,1,0,0
04:17:39 Mar 04 2024,96,68,0,0,0
04:17:43 Mar 04 2024,96,68,0,0,0
04:17:47 Mar 04 2024,96,67,0,0,0
04:17:51 Mar 04 2024,96,66,0,0,0
04:17:55 Mar 04 2024,96,67,0,0,0
04:17:59 Mar 04 2024,96,68,0,0,0
04:18:03 Mar 04 2024,96,68,0,0,0
04:18:07 Mar 04 2024,95,67,0,0,0
04:18:11 Mar 04 2024,95,68,0,0,0
04:18:15 Mar 04 2024,95,68,0,0,0
04:18:19 Mar 04 2024,95,67,0,0,0
04:18:23 Mar 04 2024,95,66,0,0,0
04:18:27 Mar 04 2024,95,68,0,0,0
04:18:31 Mar 04 2024,95,70,0,0,0
04:18:35 Mar 04 2024,95,69,0,0,0
04:18:39 Mar 04 2024,95,69,0,0,0
04:18:43 Mar 04 2024,95,70,0,0,0
04:18:47 Mar 04 2024,95,70,0,0,0
04:18:51 Mar 04 2024,95,70,0,0,0
04:18:55 Mar 04 2024,95,69,0,0,0
04:18:59 Mar 04 2024,95,68,0,0,0
04:19:03 Mar 04 2024,95,68,0,0,0
04:19:07 Mar 04 2024,95,69,0,0,0
04:19:11 Mar 04 2024,95,68,0,0,0
04:19:15 Mar 04 2024,94,67,0,0,0
04:19:19 Mar 04 2024,95,70,8,0,0
04:19:23 Mar 04 2024,94,71,43,0,0
04:19:27 Mar 04 2024,94,75,0,0,0
04:19:31 Mar 04 2024,94,75,0,0,0
04:19:35 Mar 04 2024,95,70,0,0,0
04:19:39 Mar 04 2024,95,69,0,0,0
04:19:43 Mar 04 2024,95,70,0,0,0
04:19:47 Mar 04 2024,95,70,0,0,0
04:19:51 Mar 04 2024,95,68,0,0,0
04:19:55 Mar 04 2024,95,69,2,0,0
04:19:59 Mar 04 2024,96,70,0,0,0
04:20:03 Mar 04 2024,95,69,0,0,0
04:20:07 Mar 04 2024,95,68,0,0,0
04:20:11 Mar 04 2024,95,68,0,0,0
04:20:15 Mar 04 2024,95,68,0,0,0
04:20:19 Mar 04 2024,95,68,0,0,0
04:20:23 Mar 04 2024,95,68,0,0,0
04:20:27 Mar 04 2024,95,71,0,0,0
04:20:31 Mar 04 2024,95,70,0,0,0
04:20:35 Mar 04 2024,95,68,3,0,0
04:20:39 Mar 04 2024,95,67,0,0,0
04:20:43 Mar 04 2024,95,66,0,0,0
04:20:47 Mar 04 2024,95,64,0,0,0
04:20:51 Mar 04 2024,95,65,0,0,0
04:20:55 Mar 04 2024,95,66,0,0,0
04:20:59 Mar 04 2024,94,67,0,0,0
04:21:03 Mar 04 2024,94,68,0,0,0
04:21:07 Mar 04 2024,94,68,0,0,0
04:21:11 Mar 04 2024,94,68,101,0,0
04:21:15 Mar 04 2024,94,69,1,0,0
04:21:19 Mar 04 2024,94,69,0,0,0
04:21:23 Mar 04 2024,94,69,0,0,0
04:21:27 Mar 04 2024,94,66,0,0,0
04:21:31 Mar 04 2024,95,65,0,0,0
04:21:35 Mar 04 2024,95,65,12,0,0
04:21:39 Mar 04 2024,95,64,0,0,0
04:21:43 Mar 04 2024,94,68,0,0,0
04:21:47 Mar 04 2024,94,75,0,0,0
04:21:51 Mar 04 2024,94,76,0,0,0
04:21:55 Mar 04 2024,94,74,0,0,0
04:21:59 Mar 04 2024,94,71,0,0,0
04:22:03 Mar 04 2024,94,70,0,0,0
04:22:07 Mar 04 2024,94,69,0,0,0
04:22:11 Mar 04 2024,94,69,0,0,0
04:22:15 Mar 04 2024,94,69,0,0,0
04:22:19 Mar 04 2024,94,68,0,0,0
04:22:23 Mar 04 2024,94,70,0,0,0
04:22:27 Mar 04 2024,94,73,0,0,0
04:22:31 Mar 04 2024,95,74,0,0,0
04:22:35 Mar 04 2024,95,73,0,0,0
04:22:39 Mar 04 2024,95,71,0,0,0
04:22:43 Mar 04 2024,95,70,0,0,0
04:22:47 Mar 04 2024,95,70,0,0,0
04:22:51 Mar 04 2024,94,70,0,0,0
04:22:55 Mar 04 2024,94,70,0,0,0
04:22:59 Mar 04 2024,95,72,0,0,0
04:23:03 Mar 04 2024,95,71,0,0,0
04:23:07 Mar 04 2024,95,70,10,0,0
04:23:11 Mar 04 2024,95,72,9,0,0
04:23:15 Mar 04 2024,95,75,8,0,0
04:23:19 Mar 04 2024,95,74,0,0,0
04:23:23 Mar 04 2024,95,73,15,0,0
04:23:27 Mar 04 2024,95,70,9,0,0
04:23:31 Mar 04 2024,95,69,0,0,0
04:23:35 Mar 04 2024,95,67,0,0,0
04:23:39 Mar 04 2024,95,66,0,0,0
04:23:43 Mar 04 2024,95,65,0,0,0
04:23:47 Mar 04 2024,95,66,0,0,0
04:23:51 Mar 04 2024,95,68,0,0,0
04:23:55 Mar 04 2024,95,68,0,0,0
04:23:59 Mar 04 2024,95,67,0,0,0
04:24:03 Mar 04 2024,95,68,0,0,0
04:24:07 Mar 04 2024,95,68,0,0,0
04:24:11 Mar 04 2024,95,67,0,0,0
04:24:15 Mar 04 2024,95,69,0,0,0
04:24:19 Mar 04 2024,95,71,0,0,0
04:24:23 Mar 04 2024,95,71,0,0,0
04:24:27 Mar 04 2024,95,71,0,0,0
04:24:31 Mar 04 2024,95,70,0,0,0
04:24:35 Mar 04 2024,95,71,0,0,0
04:24:39 Mar 04 2024,95,71,0,0,0
04:24:43 Mar 04 2024,95,71,0,0,0
04:24:47 Mar 04 2024,95,72,0,0,0
04:24:51 Mar 04 2024,95,72,0,0,0
04:24:55 Mar 04 2024,95,71,0,0,0
04:24:59 Mar 04 2024,95,72,0,0,0
04:25:03 Mar 04 2024,95,72,0,0,0
04:25:07 Mar 04 2024,95,72,0,0,0
04:25:11 Mar 04 2024,95,71,0,0,0
04:25:15 Mar 04 2024,95,70,0,0,0
04:25:19 Mar 04 2024,95,70,0,0,0
04:25:23 Mar 04 2024,94,69,4,0,0
04:25:27 Mar 04 2024,94,70,0,0,0
04:25:31 Mar 04 2024,95,72,7,0,0
04:25:35 Mar 04 2024,95,72,0,0,0
04:25:39 Mar 04 2024,95,74,0,0,0
04:25:43 Mar 04 2024,95,75,49,0,0
04:25:47 Mar 04 2024,95,77,0,0,0
04:25:51 Mar 04 2024,95,78,17,0,0
04:25:55 Mar 04 2024,96,78,6,0,0
04:25:59 Mar 04 2024,95,71,0,0,0
04:26:03 Mar 04 2024,93,63,0,0,0
04:26:07 Mar 04 2024,94,62,0,0,0
04:26:11 Mar 04 2024,95,62,0,0,0
04:26:15 Mar 04 2024,95,63,0,0,0
04:26:19 Mar 04 2024,96,64,0,0,0
04:26:23 Mar 04 2024,96,65,0,0,0
04:26:27 Mar 04 2024,96,66,7,0,0
04:26:31 Mar 04 2024,96,66,0,0,0
04:26:35 Mar 04 2024,95,67,0,0,0
04:26:39 Mar 04 2024,95,67,0,0,0
04:26:43 Mar 04 2024,95,68,0,0,0
04:26:47 Mar 04 2024,95,67,0,0,0
04:26:51 Mar 04 2024,95,67,0,0,0
04:26:55 Mar 04 2024,95,67,1,0,0
04:26:59 Mar 04 2024,94,67,8,0,0
04:27:03 Mar 04 2024,94,69,0,0,0
04:27:07 Mar 04 2024,95,69,0,0,0
04:27:11 Mar 04 2024,94,67,0,0,0
04:27:15 Mar 04 2024,94,68,0,0,0
04:27:19 Mar 04 2024,94,70,0,0,0
04:27:23 Mar 04 2024,94,70,0,0,0
04:27:27 Mar 04 2024,94,68,0,0,0
04:27:31 Mar 04 2024,94,69,0,0,0
04:27:35 Mar 04 2024,94,68,0,0,0
04:27:39 Mar 04 2024,94,68,0,0,0
04:27:43 Mar 04 2024,93,71,0,0,0
04:27:47 Mar 04 2024,93,72,0,0,0
04:27:51 Mar 04 2024,93,71,0,0,0
04:27:55 Mar 04 2024,94,71,0,0,0
04:27:59 Mar 04 2024,95,70,0,0,0
04:28:03 Mar 04 2024,95,70,0,0,0
04:28:07 Mar 04 2024,95,71,0,0,0
04:28:11 Mar 04 2024,95,71,0,0,0
04:28:15 Mar 04 2024,95,72,0,0,0
04:28:19 Mar 04 2024,94,73,0,0,0
04:28:23 Mar 04 2024,94,72,0,0,0
04:28:27 Mar 04 2024,95,71,0,0,0
04:28:31 Mar 04 2024,95,71,0,0,0
04:28:35 Mar 04 2024,95,72,0,0,0
04:28:39 Mar 04 2024,95,74,0,0,0
04:28:43 Mar 04 2024,95,73,0,0,0
04:28:47 Mar 04 2024,94,70,0,0,0
04:28:51 Mar 04 2024,95,70,0,0,0
04:28:55 Mar 04 2024,95,71,0,0,0
04:28:59 Mar 04 2024,95,73,0,0,0
04:29:03 Mar 04 2024,95,75,0,0,0
04:29:07 Mar 04 2024,95,74,0,0,0
04:29:11 Mar 04 2024,95,70,0,0,0
04:29:15 Mar 04 2024,95,70,0,0,0
04:29:19 Mar 04 2024,95,71,0,0,0
04:29:23 Mar 04 2024,95,70,0,0,0
04:29:27 Mar 04 2024,95,69,0,0,0
04:29:31 Mar 04 2024,95,68,0,0,0
04:29:35 Mar 04 2024,95,68,0,0,0
04:29:39 Mar 04 2024,95,69,0,0,0
04:29:43 Mar 04 2024,95,68,0,0,0
04:29:47 Mar 04 2024,95,67,0,0,0
04:29:51 Mar 04 2024,95,69,11,0,0
04:29:55 Mar 04 2024,96,70,24,0,0
04:29:59 Mar 04 2024,97,74,35,0,0
04:30:03 Mar 04 2024,97,75,2,0,0
04:30:07 Mar 04 2024,96,79,0,0,0
04:30:11 Mar 04 2024,95,73,0,0,0
04:30:15 Mar 04 2024,95,68,0,0,0
04:30:19 Mar 04 2024,95,67,0,0,0
04:30:23 Mar 04 2024,95,67,0,0,0
04:30:27 Mar 04 2024,95,68,0,0,0
04:30:31 Mar 04 2024,95,69,0,0,0
04:30:35 Mar 04 2024,95,70,0,0,0
04:30:39 Mar 04 2024,95,68,0,0,0
04:30:43 Mar 04 2024,95,68,0,0,0
04:30:47 Mar 04 2024,95,68,0,0,0
04:30:51 Mar 04 2024,95,67,0,0,0
04:30:55 Mar 04 2024,95,65,0,0,0
04:30:59 Mar 04 2024,95,67,0,0,0
04:31:03 Mar 04 2024,95,68,6,0,0
04:31:07 Mar 04 2024,96,70,6,0,0
04:31:11 Mar 04 2024,95,69,0,0,0
04:31:15 Mar 04 2024,94,66,0,0,0
04:31:19 Mar 04 2024,94,68,0,0,0
04:31:23 Mar 04 2024,94,69,0,0,0
04:31:27 Mar 04 2024,94,67,0,0,0
04:31:31 Mar 04 2024,94,66,0,0,0
04:31:35 Mar 04 2024,94,67,0,0,0
04:31:39 Mar 04 2024,94,67,0,0,0
04:31:43 Mar 04 2024,94,68,0,0,0
04:31:47 Mar 04 2024,94,67,0,0,0
04:31:51 Mar 04 2024,94,67,0,0,0
04:31:55 Mar 04 2024,95,68,0,0,0
04:31:59 Mar 04 2024,95,68,0,0,0
04:32:03 Mar 04 2024,95,68,0,0,0
04:32:07 Mar 04 2024,95,69,0,0,0
04:32:11 Mar 04 2024,95,68,0,0,0
04:32:15 Mar 04 2024,95,68,0,0,0
04:32:19 Mar 04 2024,95,70,0,0,0
04:32:23 Mar 04 2024,95,71,0,0,0
04:32:27 Mar 04 2024,95,70,0,0,0
04:32:31 Mar 04 2024,95,70,0,0,0
04:32:35 Mar 04 2024,95,71,0,0,0
04:32:39 Mar 04 2024,95,71,0,0,0
04:32:43 Mar 04 2024,95,70,0,0,0
04:32:47 Mar 04 2024,95,68,0,0,0
04:32:51 Mar 04 2024,94,68,0,0,0
04:32:55 Mar 04 2024,95,70,0,0,0
04:32:59 Mar 04 2024,95,73,0,0,0
04:33:03 Mar 04 2024,94,73,0,0,0
04:33:07 Mar 04 2024,94,70,0,0,0
04:33:11 Mar 04 2024,94,70,0,0,0
04:33:15 Mar 04 2024,95,70,0,0,0
04:33:19 Mar 04 2024,95,70,0,0,0
04:33:23 Mar 04 2024,95,71,0,0,0
04:33:27 Mar 04 2024,95,72,0,0,0
04:33:31 Mar 04 2024,95,71,0,0,0
04:33:35 Mar 04 2024,95,72,0,0,0
04:33:39 Mar 04 2024,95,72,0,0,0
04:33:43 Mar 04 2024,95,72,0,0,0
04:33:47 Mar 04 2024,95,71,0,0,0
04:33:51 Mar 04 2024,95,71,0,0,0
04:33:55 Mar 04 2024,95,72,0,0,0
04:33:59 Mar 04 2024,94,77,0,0,0
04:34:03 Mar 04 2024,94,82,0,0,0
04:34:07 Mar 04 2024,95,80,0,0,0
04:34:11 Mar 04 2024,95,77,0,0,0
04:34:15 Mar 04 2024,95,74,0,0,0
04:34:19 Mar 04 2024,95,72,0,0,0
04:34:23 Mar 04 2024,95,70,0,0,0
04:34:27 Mar 04 2024,95,69,0,0,0
04:34:31 Mar 04 2024,95,71,0,0,0
04:34:35 Mar 04 2024,95,71,0,0,0
04:34:39 Mar 04 2024,95,69,0,0,0
04:34:43 Mar 04 2024,95,67,0,0,0
04:34:47 Mar 04 2024,95,67,0,0,0
04:34:51 Mar 04 2024,95,66,0,0,0
04:34:55 Mar 04 2024,95,66,0,0,0
04:34:59 Mar 04 2024,95,66,0,0,0
04:35:03 Mar 04 2024,95,67,0,0,0
04:35:07 Mar 04 2024,95,70,0,0,0
04:35:11 Mar 04 2024,95,74,0,0,0
04:35:15 Mar 04 2024,94,74,0,0,0
04:35:19 Mar 04 2024,94,71,0,0,0
04:35:23 Mar 04 2024,94,68,0,0,0
